System,Standard,SGD,type,GO.term
YEL069C,HXT13,S000000795,C,GO:0016020
YER001W,MNN1,S000000803,C,GO:0016020
YER004W,FMP52,S000000806,C,GO:0016020
YER005W,YND1,S000000807,C,GO:0016020
YER011W,TIR1,S000000813,C,GO:0016020
YER014W,HEM14,S000000816,C,GO:0016020
YER017C,AFG3,S000000819,C,GO:0016020
YER019C-A,SBH2,S000002127,C,GO:0016020
YER019W,ISC1,S000000821,C,GO:0016020
YER020W,GPA2,S000000822,C,GO:0016020
YER026C,CHO1,S000000828,C,GO:0016020
YER031C,YPT31,S000000833,C,GO:0016020
YER039C-A,YER039C-A,S000007226,C,GO:0016020
YER039C,HVG1,S000000841,C,GO:0016020
YER044C,ERG28,S000000846,C,GO:0016020
YER053C-A,YER053C-A,S000007523,C,GO:0016020
YER053C,PIC2,S000000855,C,GO:0016020
YER056C,FCY2,S000000858,C,GO:0016020
YER060W-A,FCY22,S000002958,C,GO:0016020
YER060W,FCY21,S000000862,C,GO:0016020
YER067W,RGI1,S000000869,C,GO:0016020
YER072W,VTC1,S000000874,C,GO:0016020
YER074W-A,YOS1,S000007651,C,GO:0016020
YER078C,ICP55,S000000880,C,GO:0016020
YER083C,GET2,S000000885,C,GO:0016020
YER087C-B,SBH1,S000002128,C,GO:0016020
YER093C-A,AIM11,S000002960,C,GO:0016020
YER093C,TSC11,S000000895,C,GO:0016020
YER096W,SHC1,S000000898,C,GO:0016020
YER100W,UBC6,S000000902,C,GO:0016020
YER105C,NUP157,S000000907,C,GO:0016020
YER107C,GLE2,S000000909,C,GO:0016020
YER113C,TMN3,S000000915,C,GO:0016020
YER118C,SHO1,S000000920,C,GO:0016020
YER119C,AVT6,S000000921,C,GO:0016020
YER120W,SCS2,S000000922,C,GO:0016020
YER123W,YCK3,S000000925,C,GO:0016020
YER140W,EMP65,S000000942,C,GO:0016020
YER141W,COX15,S000000943,C,GO:0016020
YER143W,DDI1,S000000945,C,GO:0016020
YER145C,FTR1,S000000947,C,GO:0016020
YER150W,SPI1,S000000952,C,GO:0016020
YER153C,PET122,S000000955,C,GO:0016020
YER154W,OXA1,S000000956,C,GO:0016020
YER157W,COG3,S000000959,C,GO:0016020
YER166W,DNF1,S000000968,C,GO:0016020
YER181C,YER181C,S000000983,C,GO:0016020
YER182W,FMP10,S000000984,C,GO:0016020
YER185W,PUG1,S000000987,C,GO:0016020
YER190C-B,YER190C-B,S000028627,C,GO:0016020
YFL004W,VTC2,S000001890,C,GO:0016020
YFL005W,SEC4,S000001889,C,GO:0016020
YFL011W,HXT10,S000001883,C,GO:0016020
YFL015C,YFL015C,S000001879,C,GO:0016020
YFL020C,PAU5,S000001874,C,GO:0016020
YFL025C,BST1,S000001869,C,GO:0016020
YFL026W,STE2,S000001868,C,GO:0016020
YFL034W,MIL1,S000001860,C,GO:0016020
YFL038C,YPT1,S000001856,C,GO:0016020
YFL040W,YFL040W,S000001854,C,GO:0016020
YFL041W,FET5,S000001853,C,GO:0016020
YFL042C,LAM5,S000001852,C,GO:0016020
YFL046W,FMP32,S000001848,C,GO:0016020
YFL048C,EMP47,S000001846,C,GO:0016020
YFL050C,ALR2,S000001844,C,GO:0016020
YFL051C,YFL051C,S000001843,C,GO:0016020
YFL054C,AQY3,S000001840,C,GO:0016020
YFL055W,AGP3,S000001839,C,GO:0016020
YFL062W,COS4,S000001832,C,GO:0016020
YFL067W,YFL067W,S000001827,C,GO:0016020
YFL068W,YFL068W,S000001826,C,GO:0016020
YFR002W,NIC96,S000001898,C,GO:0016020
YFR006W,YFR006W,S000001902,C,GO:0016020
YFR011C,MIC19,S000001907,C,GO:0016020
YFR012W,DCV1,S000001908,C,GO:0016020
YFR019W,FAB1,S000001915,C,GO:0016020
YFR021W,ATG18,S000001917,C,GO:0016020
YFR029W,PTR3,S000001925,C,GO:0016020
YFR032C-B,MIN10,S000028630,C,GO:0016020
YFR033C,QCR6,S000001929,C,GO:0016020
YFR035C,YFR035C,S000001931,C,GO:0016020
YFR041C,ERJ5,S000001937,C,GO:0016020
YFR042W,KEG1,S000001938,C,GO:0016020
YFR045W,YFR045W,S000001941,C,GO:0016020
YFR048W,RMD8,S000001944,C,GO:0016020
YFR051C,RET2,S000001947,C,GO:0016020
YGL001C,ERG26,S000002969,C,GO:0016020
YGL002W,ERP6,S000002970,C,GO:0016020
YGL005C,COG7,S000002973,C,GO:0016020
YGL006W,PMC1,S000002974,C,GO:0016020
YGL008C,PMA1,S000002976,C,GO:0016020
YGL010W,MPO1,S000002978,C,GO:0016020
YGL012W,ERG4,S000002980,C,GO:0016020
YGL020C,GET1,S000002988,C,GO:0016020
YGL022W,STT3,S000002990,C,GO:0016020
YGL023C,PIB2,S000002991,C,GO:0016020
YGL027C,CWH41,S000002995,C,GO:0016020
YGL038C,OCH1,S000003006,C,GO:0016020
YGL041C-B,YGL041C-B,S000028548,C,GO:0016020
YGL051W,MST27,S000003019,C,GO:0016020
YGL053W,PRM8,S000003021,C,GO:0016020
YGL054C,ERV14,S000003022,C,GO:0016020
YGL055W,OLE1,S000003023,C,GO:0016020
YGL057C,GEP7,S000003025,C,GO:0016020
YGL065C,ALG2,S000003033,C,GO:0016020
YGL075C,MPS2,S000003043,C,GO:0016020
YGL077C,HNM1,S000003045,C,GO:0016020
YGL080W,MPC1,S000003048,C,GO:0016020
YGL084C,GUP1,S000003052,C,GO:0016020
YGL085W,LCL3,S000003053,C,GO:0016020
YGL088W,YGL088W,S000003056,C,GO:0016020
YGL092W,NUP145,S000003060,C,GO:0016020
YGL093W,SPC105,S000003061,C,GO:0016020
YGL095C,VPS45,S000003063,C,GO:0016020
YGL098W,USE1,S000003066,C,GO:0016020
YGL100W,SEH1,S000003068,C,GO:0016020
YGL104C,VPS73,S000003072,C,GO:0016020
YGL107C,RMD9,S000003075,C,GO:0016020
YGL108C,YGL108C,S000003076,C,GO:0016020
YGL114W,YGL114W,S000003082,C,GO:0016020
YGL119W,COQ8,S000003087,C,GO:0016020
YGL124C,MON1,S000003092,C,GO:0016020
YGL126W,SCS3,S000003094,C,GO:0016020
YGL137W,SEC27,S000003105,C,GO:0016020
YGL139W,FLC3,S000003107,C,GO:0016020
YGL140C,YGL140C,S000003108,C,GO:0016020
YGL142C,GPI10,S000003110,C,GO:0016020
YGL145W,TIP20,S000003113,C,GO:0016020
YGL146C,RRT6,S000003114,C,GO:0016020
YGL149W,YGL149W,S000003117,C,GO:0016020
YGL153W,PEX14,S000003121,C,GO:0016020
YGL160W,AIM14,S000003128,C,GO:0016020
YGL161C,YIP5,S000003129,C,GO:0016020
YGL167C,PMR1,S000003135,C,GO:0016020
YGL168W,HUR1,S000003136,C,GO:0016020
YGL172W,NUP49,S000003140,C,GO:0016020
YGL180W,ATG1,S000003148,C,GO:0016020
YGL186C,TPN1,S000003154,C,GO:0016020
YGL187C,COX4,S000003155,C,GO:0016020
YGL191W,COX13,S000003159,C,GO:0016020
YGL194C-A,YGL194C-A,S000087160,C,GO:0016020
YGL198W,YIP4,S000003166,C,GO:0016020
YGL200C,EMP24,S000003168,C,GO:0016020
YGL203C,KEX1,S000003171,C,GO:0016020
YGL204C,YGL204C,S000003172,C,GO:0016020
YGL206C,CHC1,S000003174,C,GO:0016020
YGL208W,SIP2,S000003176,C,GO:0016020
YGL210W,YPT32,S000003178,C,GO:0016020
YGL219C,MDM34,S000003187,C,GO:0016020
YGL223C,COG1,S000003191,C,GO:0016020
YGL225W,VRG4,S000003193,C,GO:0016020
YGL226C-A,OST5,S000003194,C,GO:0016020
YGL230C,YGL230C,S000003199,C,GO:0016020
YGL231C,EMC4,S000003200,C,GO:0016020
YGL233W,SEC15,S000003202,C,GO:0016020
YGL247W,BRR6,S000003216,C,GO:0016020
YGL255W,ZRT1,S000003224,C,GO:0016020
YGL257C,MNT2,S000003226,C,GO:0016020
YGL263W,COS12,S000003232,C,GO:0016020
YGR004W,PEX31,S000003236,C,GO:0016020
YGR012W,MCY1,S000003244,C,GO:0016020
YGR014W,MSB2,S000003246,C,GO:0016020
YGR016W,YGR016W,S000003248,C,GO:0016020
YGR020C,VMA7,S000003252,C,GO:0016020
YGR023W,MTL1,S000003255,C,GO:0016020
YGR026W,YGR026W,S000003258,C,GO:0016020
YGR028W,MSP1,S000003260,C,GO:0016020
YGR031C-A,NAG1,S000028636,C,GO:0016020
YGR032W,GSC2,S000003264,C,GO:0016020
YGR033C,TIM21,S000003265,C,GO:0016020
YGR036C,CAX4,S000003268,C,GO:0016020
YGR038W,ORM1,S000003270,C,GO:0016020
YGR041W,BUD9,S000003273,C,GO:0016020
YGR045C,YGR045C,S000003277,C,GO:0016020
YGR046W,TAM41,S000003278,C,GO:0016020
YGR049W,SCM4,S000003281,C,GO:0016020
YGR055W,MUP1,S000003287,C,GO:0016020
YGR059W,SPR3,S000003291,C,GO:0016020
YGR060W,ERG25,S000003292,C,GO:0016020
YGR062C,COX18,S000003294,C,GO:0016020
YGR065C,VHT1,S000003297,C,GO:0016020
YGR082W,TOM20,S000003314,C,GO:0016020
YGR089W,NNF2,S000003321,C,GO:0016020
YGR096W,TPC1,S000003328,C,GO:0016020
YGR101W,PCP1,S000003333,C,GO:0016020
YGR102C,GTF1,S000003334,C,GO:0016020
YGR105W,VMA21,S000003337,C,GO:0016020
YGR106C,VOA1,S000003338,C,GO:0016020
YGR112W,SHY1,S000003344,C,GO:0016020
YGR119C,NUP57,S000003351,C,GO:0016020
YGR120C,COG2,S000003352,C,GO:0016020
YGR121C,MEP1,S000003353,C,GO:0016020
YGR125W,YGR125W,S000003357,C,GO:0016020
YGR131W,FHN1,S000003363,C,GO:0016020
YGR132C,PHB1,S000003364,C,GO:0016020
YGR138C,TPO2,S000003370,C,GO:0016020
YGR141W,VPS62,S000003373,C,GO:0016020
YGR143W,SKN1,S000003375,C,GO:0016020
YGR146C-A,YGR146C-A,S000028638,C,GO:0016020
YGR149W,GPC1,S000003381,C,GO:0016020
YGR152C,RSR1,S000003384,C,GO:0016020
YGR157W,CHO2,S000003389,C,GO:0016020
YGR163W,GTR2,S000003395,C,GO:0016020
YGR167W,CLC1,S000003399,C,GO:0016020
YGR168C,PEX35,S000003400,C,GO:0016020
YGR170W,PSD2,S000003402,C,GO:0016020
YGR172C,YIP1,S000003404,C,GO:0016020
YGR174C,CBP4,S000003406,C,GO:0016020
YGR175C,ERG1,S000003407,C,GO:0016020
YGR177C,ATF2,S000003409,C,GO:0016020
YGR181W,TIM13,S000003413,C,GO:0016020
YGR183C,QCR9,S000003415,C,GO:0016020
YGR189C,CRH1,S000003421,C,GO:0016020
YGR191W,HIP1,S000003423,C,GO:0016020
YGR197C,SNG1,S000003429,C,GO:0016020
YGR198W,YPP1,S000003430,C,GO:0016020
YGR199W,PMT6,S000003431,C,GO:0016020
YGR202C,PCT1,S000003434,C,GO:0016020
YGR206W,MVB12,S000003438,C,GO:0016020
YGR209C,TRX2,S000003441,C,GO:0016020
YGR213C,RTA1,S000003445,C,GO:0016020
YGR216C,GPI1,S000003448,C,GO:0016020
YGR217W,CCH1,S000003449,C,GO:0016020
YGR221C,TOS2,S000003453,C,GO:0016020
YGR222W,PET54,S000003454,C,GO:0016020
YGR223C,HSV2,S000003455,C,GO:0016020
YGR224W,AZR1,S000003456,C,GO:0016020
YGR227W,DIE2,S000003459,C,GO:0016020
YGR231C,PHB2,S000003463,C,GO:0016020
YGR235C,MIC26,S000003467,C,GO:0016020
YGR236C,SPG1,S000003468,C,GO:0016020
YGR239C,PEX21,S000003471,C,GO:0016020
YGR240C,PFK1,S000003472,C,GO:0016020
YGR241C,YAP1802,S000003473,C,GO:0016020
YGR243W,MPC3,S000003475,C,GO:0016020
YGR255C,COQ6,S000003487,C,GO:0016020
YGR257C,MTM1,S000003489,C,GO:0016020
YGR260W,TNA1,S000003492,C,GO:0016020
YGR261C,APL6,S000003493,C,GO:0016020
YGR263C,SAY1,S000003495,C,GO:0016020
YGR281W,YOR1,S000003513,C,GO:0016020
YGR284C,ERV29,S000003516,C,GO:0016020
YGR289C,MAL11,S000003521,C,GO:0016020
YGR294W,PAU12,S000003526,C,GO:0016020
YGR295C,COS6,S000003527,C,GO:0016020
YHL002W,HSE1,S000000994,C,GO:0016020
YHL003C,LAG1,S000000995,C,GO:0016020
YHL005C,YHL005C,S000000997,C,GO:0016020
YHL008C,YHL008C,S000001000,C,GO:0016020
YHL016C,DUR3,S000001008,C,GO:0016020
YHL017W,YHL017W,S000001009,C,GO:0016020
YHL019C,APM2,S000001011,C,GO:0016020
YHL023C,NPR3,S000001015,C,GO:0016020
YHL026C,YHL026C,S000001018,C,GO:0016020
YHL028W,WSC4,S000001020,C,GO:0016020
YHL031C,GOS1,S000001023,C,GO:0016020
YHL035C,VMR1,S000001027,C,GO:0016020
YHL036W,MUP3,S000001028,C,GO:0016020
YHL040C,ARN1,S000001032,C,GO:0016020
YHL043W,ECM34,S000001035,C,GO:0016020
YHL044W,YHL044W,S000001036,C,GO:0016020
YHL047C,ARN2,S000001039,C,GO:0016020
YHL048W,COS8,S000001040,C,GO:0016020
YHL050C,YHL050C,S000001042,C,GO:0016020
YHR001W-A,QCR10,S000003529,C,GO:0016020
YHR001W,OSH7,S000001043,C,GO:0016020
YHR002W,LEU5,S000001044,C,GO:0016020
YHR003C,TCD1,S000001045,C,GO:0016020
YHR004C,NEM1,S000001046,C,GO:0016020
YHR005C-A,TIM10,S000003530,C,GO:0016020
YHR005C,GPA1,S000001047,C,GO:0016020
YHR006W,STP2,S000001048,C,GO:0016020
YHR007C-A,YHR007C-A,S000028830,C,GO:0016020
YHR007C,ERG11,S000001049,C,GO:0016020
YHR017W,YSC83,S000001059,C,GO:0016020
YHR021W-A,ECM12,S000003531,C,GO:0016020
YHR022C,YHR022C,S000001064,C,GO:0016020
YHR026W,VMA16,S000001068,C,GO:0016020
YHR028C,DAP2,S000001070,C,GO:0016020
YHR032W,ERC1,S000001074,C,GO:0016020
YHR036W,BRL1,S000001078,C,GO:0016020
YHR037W,PUT2,S000001079,C,GO:0016020
YHR042W,NCP1,S000001084,C,GO:0016020
YHR045W,YHR045W,S000001087,C,GO:0016020
YHR048W,YHK8,S000001090,C,GO:0016020
YHR050W,SMF2,S000001092,C,GO:0016020
YHR051W,COX6,S000001093,C,GO:0016020
YHR072W,ERG7,S000001114,C,GO:0016020
YHR073W,OSH3,S000001115,C,GO:0016020
YHR078W,YHR078W,S000001120,C,GO:0016020
YHR079C,IRE1,S000001121,C,GO:0016020
YHR080C,LAM4,S000001122,C,GO:0016020
YHR083W,SAM35,S000001125,C,GO:0016020
YHR092C,HXT4,S000001134,C,GO:0016020
YHR094C,HXT1,S000001136,C,GO:0016020
YHR096C,HXT5,S000001138,C,GO:0016020
YHR098C,SFB3,S000001140,C,GO:0016020
YHR100C,GEP4,S000001142,C,GO:0016020
YHR101C,BIG1,S000001143,C,GO:0016020
YHR105W,YPT35,S000001147,C,GO:0016020
YHR107C,CDC12,S000001149,C,GO:0016020
YHR110W,ERP5,S000001152,C,GO:0016020
YHR117W,TOM71,S000001159,C,GO:0016020
YHR123W,EPT1,S000001165,C,GO:0016020
YHR126C,ANS1,S000001168,C,GO:0016020
YHR129C,ARP1,S000001171,C,GO:0016020
YHR130C,YHR130C,S000001172,C,GO:0016020
YHR133C,NSG1,S000001175,C,GO:0016020
YHR135C,YCK1,S000001177,C,GO:0016020
YHR140W,YHR140W,S000001182,C,GO:0016020
YHR142W,CHS7,S000001184,C,GO:0016020
YHR143W,DSE2,S000001186,C,GO:0016020
YHR149C,SKG6,S000001192,C,GO:0016020
YHR150W,PEX28,S000001193,C,GO:0016020
YHR151C,MTC6,S000001194,C,GO:0016020
YHR155W,LAM1,S000001198,C,GO:0016020
YHR160C,PEX18,S000001203,C,GO:0016020
YHR161C,YAP1801,S000001204,C,GO:0016020
YHR162W,MPC2,S000001205,C,GO:0016020
YHR168W,MTG2,S000001211,C,GO:0016020
YHR171W,ATG7,S000001214,C,GO:0016020
YHR175W-A,YHR175W-A,S000028553,C,GO:0016020
YHR175W,CTR2,S000001218,C,GO:0016020
YHR180W,YHR180W,S000001223,C,GO:0016020
YHR181W,SVP26,S000001224,C,GO:0016020
YHR184W,SSP1,S000001227,C,GO:0016020
YHR186C,KOG1,S000001229,C,GO:0016020
YHR188C,GPI16,S000001231,C,GO:0016020
YHR190W,ERG9,S000001233,C,GO:0016020
YHR192W,LNP1,S000001235,C,GO:0016020
YHR194W,MDM31,S000001237,C,GO:0016020
YHR195W,NVJ1,S000001238,C,GO:0016020
YHR204W,MNL1,S000001247,C,GO:0016020
YHR211W,FLO5,S000001254,C,GO:0016020
YHR213W-A,YHR213W-A,S000028651,C,GO:0016020
YHR214C-D,YHR214C-D,S000028653,C,GO:0016020
YHR214W,YHR214W,S000001257,C,GO:0016020
YIL002C,INP51,S000001264,C,GO:0016020
YIL004C,BET1,S000001266,C,GO:0016020
YIL005W,EPS1,S000001267,C,GO:0016020
YIL006W,YIA6,S000001268,C,GO:0016020
YIL011W,TIR3,S000001273,C,GO:0016020
YIL013C,PDR11,S000001275,C,GO:0016020
YIL014W,MNT3,S000001276,C,GO:0016020
YIL016W,SNL1,S000001278,C,GO:0016020
YIL022W,TIM44,S000001284,C,GO:0016020
YIL023C,YKE4,S000001285,C,GO:0016020
YIL027C,EMC5,S000001289,C,GO:0016020
YIL029C,YIL029C,S000001291,C,GO:0016020
YIL030C,SSM4,S000001292,C,GO:0016020
YIL037C,PRM2,S000001299,C,GO:0016020
YIL039W,TED1,S000001301,C,GO:0016020
YIL040W,APQ12,S000001302,C,GO:0016020
YIL041W,GVP36,S000001303,C,GO:0016020
YIL043C,CBR1,S000001305,C,GO:0016020
YIL046W-A,YIL046W-A,S000028836,C,GO:0016020
YIL047C,SYG1,S000001309,C,GO:0016020
YIL048W,NEO1,S000001310,C,GO:0016020
YIL049W,DFG10,S000001311,C,GO:0016020
YIL054W,YIL054W,S000001316,C,GO:0016020
YIL060W,YIL060W,S000001322,C,GO:0016020
YIL065C,FIS1,S000001327,C,GO:0016020
YIL067C,YIL067C,S000001329,C,GO:0016020
YIL076W,SEC28,S000001338,C,GO:0016020
YIL085C,KTR7,S000001347,C,GO:0016020
YIL087C,AIM19,S000001349,C,GO:0016020
YIL088C,AVT7,S000001350,C,GO:0016020
YIL089W,YIL089W,S000001351,C,GO:0016020
YIL090W,ICE2,S000001352,C,GO:0016020
YIL092W,YIL092W,S000001354,C,GO:0016020
YIL102C-A,YIL102C-A,S000113587,C,GO:0016020
YIL105C,SLM1,S000001367,C,GO:0016020
YIL109C,SEC24,S000001371,C,GO:0016020
YIL111W,COX5B,S000001373,C,GO:0016020
YIL114C,POR2,S000001376,C,GO:0016020
YIL115C,NUP159,S000001377,C,GO:0016020
YIL117C,PRM5,S000001379,C,GO:0016020
YIL118W,RHO3,S000001380,C,GO:0016020
YIL120W,QDR1,S000001382,C,GO:0016020
YIL121W,QDR2,S000001383,C,GO:0016020
YIL134C-A,YIL134C-A,S000028556,C,GO:0016020
YIL134W,FLX1,S000001396,C,GO:0016020
YIL136W,OM45,S000001398,C,GO:0016020
YIL140W,AXL2,S000001402,C,GO:0016020
YIL146C,ATG32,S000001408,C,GO:0016020
YIL147C,SLN1,S000001409,C,GO:0016020
YIL155C,GUT2,S000001417,C,GO:0016020
YIL157C,COA1,S000001419,C,GO:0016020
YIL158W,AIM20,S000001420,C,GO:0016020
YIL166C,SOA1,S000001428,C,GO:0016020
YIL169C,CSS1,S000001431,C,GO:0016020
YIL170W,HXT12,S000001432,C,GO:0016020
YIL171W,YIL171W,S000001433,C,GO:0016020
YIL173W,VTH1,S000001435,C,GO:0016020
YIR006C,PAN1,S000001445,C,GO:0016020
YIR014W,VLD1,S000001453,C,GO:0016020
YIR019C,FLO11,S000001458,C,GO:0016020
YIR021W-A,YIR021W-A,S000028838,C,GO:0016020
YIR022W,SEC11,S000001461,C,GO:0016020
YIR024C,INA22,S000001463,C,GO:0016020
YIR028W,DAL4,S000001467,C,GO:0016020
YIR032C,DAL3,S000001471,C,GO:0016020
YIR033W,MGA2,S000001472,C,GO:0016020
YIR038C,GTT1,S000001477,C,GO:0016020
YIR039C,YPS6,S000001478,C,GO:0016020
YIR043C,YIR043C,S000001482,C,GO:0016020
YJL002C,OST1,S000003539,C,GO:0016020
YJL003W,COX16,S000003540,C,GO:0016020
YJL004C,SYS1,S000003541,C,GO:0016020
YJL007C,YJL007C,S000003544,C,GO:0016020
YJL012C,VTC4,S000003549,C,GO:0016020
YJL019W,MPS3,S000003556,C,GO:0016020
YJL024C,APS3,S000003561,C,GO:0016020
YJL028W,YJL028W,S000003565,C,GO:0016020
YJL029C,VPS53,S000003566,C,GO:0016020
YJL034W,KAR2,S000003571,C,GO:0016020
YJL036W,SNX4,S000003573,C,GO:0016020
YJL037W,IRC18,S000003574,C,GO:0016020
YJL038C,LOH1,S000003575,C,GO:0016020
YJL041W,NSP1,S000003577,C,GO:0016020
YJL045W,YJL045W,S000003581,C,GO:0016020
YJL051W,IRC8,S000003587,C,GO:0016020
YJL054W,TIM54,S000003590,C,GO:0016020
YJL058C,BIT61,S000003594,C,GO:0016020
YJL059W,YHC3,S000003595,C,GO:0016020
YJL061W,NUP82,S000003597,C,GO:0016020
YJL062W-A,COA3,S000007611,C,GO:0016020
YJL062W,LAS21,S000003598,C,GO:0016020
YJL066C,MPM1,S000003602,C,GO:0016020
YJL073W,JEM1,S000003609,C,GO:0016020
YJL077C,ICS3,S000003613,C,GO:0016020
YJL078C,PRY3,S000003614,C,GO:0016020
YJL080C,SCP160,S000003616,C,GO:0016020
YJL091C,GWT1,S000003627,C,GO:0016020
YJL093C,TOK1,S000003629,C,GO:0016020
YJL094C,KHA1,S000003630,C,GO:0016020
YJL097W,PHS1,S000003633,C,GO:0016020
YJL099W,CHS6,S000003635,C,GO:0016020
YJL100W,LSB6,S000003636,C,GO:0016020
YJL104W,PAM16,S000003640,C,GO:0016020
YJL108C,PRM10,S000003644,C,GO:0016020
YJL112W,MDV1,S000003648,C,GO:0016020
YJL117W,PHO86,S000003653,C,GO:0016020
YJL118W,YJL118W,S000003654,C,GO:0016020
YJL127C-B,MCO6,S000028522,C,GO:0016020
YJL129C,TRK1,S000003665,C,GO:0016020
YJL132W,YJL132W,S000003668,C,GO:0016020
YJL133C-A,DPI8,S000028805,C,GO:0016020
YJL133W,MRS3,S000003669,C,GO:0016020
YJL134W,LCB3,S000003670,C,GO:0016020
YJL139C,YUR1,S000003675,C,GO:0016020
YJL143W,TIM17,S000003679,C,GO:0016020
YJL145W,SFH5,S000003681,C,GO:0016020
YJL151C,SNA3,S000003687,C,GO:0016020
YJL154C,VPS35,S000003690,C,GO:0016020
YJL156C,SSY5,S000003692,C,GO:0016020
YJL161W,FMP33,S000003697,C,GO:0016020
YJL163C,YJL163C,S000003699,C,GO:0016020
YJL166W,QCR8,S000003702,C,GO:0016020
YJL170C,ASG7,S000003706,C,GO:0016020
YJL171C,TOH1,S000003707,C,GO:0016020
YJL172W,CPS1,S000003708,C,GO:0016020
YJL178C,ATG27,S000003714,C,GO:0016020
YJL183W,MNN11,S000003719,C,GO:0016020
YJL192C,SOP4,S000003728,C,GO:0016020
YJL193W,YJL193W,S000003729,C,GO:0016020
YJL196C,ELO1,S000003732,C,GO:0016020
YJL198W,PHO90,S000003734,C,GO:0016020
YJL205C,NCE101,S000003742,C,GO:0016020
YJL208C,NUC1,S000003744,C,GO:0016020
YJL212C,OPT1,S000003748,C,GO:0016020
YJL214W,HXT8,S000003750,C,GO:0016020
YJL219W,HXT9,S000003755,C,GO:0016020
YJL222W,VTH2,S000003758,C,GO:0016020
YJR001W,AVT1,S000003761,C,GO:0016020
YJR004C,SAG1,S000003764,C,GO:0016020
YJR005W,APL1,S000003765,C,GO:0016020
YJR010C-A,SPC1,S000003770,C,GO:0016020
YJR012C,YJR012C,S000003773,C,GO:0016020
YJR013W,GPI14,S000003774,C,GO:0016020
YJR015W,YJR015W,S000003776,C,GO:0016020
YJR031C,GEA1,S000003792,C,GO:0016020
YJR033C,RAV1,S000003794,C,GO:0016020
YJR040W,GEF1,S000003801,C,GO:0016020
YJR042W,NUP85,S000003803,C,GO:0016020
YJR044C,VPS55,S000003805,C,GO:0016020
YJR054W,KCH1,S000003815,C,GO:0016020
YJR058C,APS2,S000003819,C,GO:0016020
YJR066W,TOR1,S000003827,C,GO:0016020
YJR073C,OPI3,S000003834,C,GO:0016020
YJR075W,HOC1,S000003836,C,GO:0016020
YJR076C,CDC11,S000003837,C,GO:0016020
YJR077C,MIR1,S000003838,C,GO:0016020
YJR085C,TMH11,S000003845,C,GO:0016020
YJR086W,STE18,S000003846,C,GO:0016020
YJR090C,GRR1,S000003850,C,GO:0016020
YJR095W,SFC1,S000003856,C,GO:0016020
YJR102C,VPS25,S000003863,C,GO:0016020
YJR106W,ECM27,S000003867,C,GO:0016020
YJR112W-A,YJR112W-A,S000028513,C,GO:0016020
YJR116W,TDA4,S000003877,C,GO:0016020
YJR117W,STE24,S000003878,C,GO:0016020
YJR118C,ILM1,S000003879,C,GO:0016020
YJR121W,ATP2,S000003882,C,GO:0016020
YJR124C,YJR124C,S000003885,C,GO:0016020
YJR125C,ENT3,S000003886,C,GO:0016020
YJR126C,VPS70,S000003887,C,GO:0016020
YJR131W,MNS1,S000003892,C,GO:0016020
YJR135W-A,TIM8,S000007348,C,GO:0016020
YJR138W,IML1,S000003899,C,GO:0016020
YJR143C,PMT4,S000003904,C,GO:0016020
YJR150C,DAN1,S000003911,C,GO:0016020
YJR151C,DAN4,S000003912,C,GO:0016020
YJR152W,DAL5,S000003913,C,GO:0016020
YJR158W,HXT16,S000003919,C,GO:0016020
YJR160C,MPH3,S000003921,C,GO:0016020
YJR161C,COS5,S000003922,C,GO:0016020
YKL002W,DID4,S000001485,C,GO:0016020
YKL004W,AUR1,S000001487,C,GO:0016020
YKL006C-A,SFT1,S000002101,C,GO:0016020
YKL008C,LAC1,S000001491,C,GO:0016020
YKL016C,ATP7,S000001499,C,GO:0016020
YKL021C,MAK11,S000001504,C,GO:0016020
YKL023C-A,MIN9,S000113559,C,GO:0016020
YKL026C,GPX1,S000001509,C,GO:0016020
YKL027W,TCD2,S000001510,C,GO:0016020
YKL034W,TUL1,S000001517,C,GO:0016020
YKL037W,AIM26,S000001520,C,GO:0016020
YKL039W,PTM1,S000001522,C,GO:0016020
YKL041W,VPS24,S000001524,C,GO:0016020
YKL044W,MMO1,S000001527,C,GO:0016020
YKL046C,DCW1,S000001529,C,GO:0016020
YKL051W,SFK1,S000001534,C,GO:0016020
YKL057C,NUP120,S000001540,C,GO:0016020
YKL064W,MNR2,S000001547,C,GO:0016020
YKL065C,YET1,S000001548,C,GO:0016020
YKL065W-A,DPC7,S000113563,C,GO:0016020
YKL068W,NUP100,S000001551,C,GO:0016020
YKL080W,VMA5,S000001563,C,GO:0016020
YKL084W,HOT13,S000001567,C,GO:0016020
YKL087C,CYT2,S000001570,C,GO:0016020
YKL094W,YJU3,S000001577,C,GO:0016020
YKL096C-B,YKL096C-B,S000028667,C,GO:0016020
YKL096W-A,CWP2,S000001956,C,GO:0016020
YKL096W,CWP1,S000001579,C,GO:0016020
YKL100C,YPF1,S000001583,C,GO:0016020
YKL105C,SEG2,S000001588,C,GO:0016020
YKL107W,YKL107W,S000001590,C,GO:0016020
YKL119C,VPH2,S000001602,C,GO:0016020
YKL120W,OAC1,S000001603,C,GO:0016020
YKL124W,SSH4,S000001607,C,GO:0016020
YKL126W,YPK1,S000001609,C,GO:0016020
YKL133C,RCI50,S000001616,C,GO:0016020
YKL135C,APL2,S000001618,C,GO:0016020
YKL137W,CMC1,S000001620,C,GO:0016020
YKL140W,TGL1,S000001623,C,GO:0016020
